user_id,kyc_speed_sec,account_age_days,is_high_risk_career,is_high_risk_income,career_income_risk,career_freq,is_app_user,reg_hour,reg_is_night,reg_is_weekend,reg_to_kyc1_days,twd_dep_count,twd_dep_sum,twd_dep_mean,twd_dep_std,twd_dep_max,twd_wit_count,twd_wit_std,twd_wit_max,twd_net_flow,twd_withdraw_ratio,twd_smurf_flag,twd_wit_ip_ratio,crypto_dep_count,crypto_dep_mean,crypto_dep_max,crypto_wit_count,crypto_wit_sum,crypto_wit_mean,crypto_wit_max,crypto_currency_diversity,crypto_protocol_diversity,crypto_wallet_hash_nunique,crypto_internal_count,crypto_internal_peer_count,crypto_wit_ip_ratio,trading_mean,trading_max,trading_buy_ratio,trading_market_order_ratio,swap_count,swap_sum,ip_unique_count,ip_night_ratio,ip_max_shared,fund_stay_sec,pagerank_score,connected_component_size,total_tx_count,first_to_last_tx_days,weekend_tx_ratio,dep_to_first_wit_hours,twd_to_crypto_out_ratio,tx_amount_cv,rapid_kyc_then_trade,crypto_out_in_ratio,same_day_in_out_count,tx_interval_mean,tx_interval_std,tx_interval_min,tx_interval_median,amount_p90_p10_ratio,active_days,w_tox_max,w_tox_mean,w_tox_std,toxic_w_ratio,toxic_w_count,ip_tox_max,relation_blacklist_ratio,relation_blacklist_count,neighbor_tox_mean,neighbor_tox_max,toxic_neighbor_count,n_neighbors,if_score,hbos_score,lof_score
563728,,,,,,-0.28497517,,-0.4539274,,,,,,,,,,,0.21608807,,,,,,,,,,,,,,,,,,,,,,,0.1881217,,-0.16447982,,0.17597653,,,,,,,,,,,,,,,0.21662612,,,-0.20195971,-0.8008439,,,,,,,-0.5865064,,,,,,
564324,,,,,,-0.13608143,,,,,,,,,,,,,,-0.18279964,,,,,-0.1148339,,,-0.0996643,,,,,,,,,,,0.10531673,,,,,,,,,,,,,,,,,,,,-0.10053626,,0.1729028,,,-4.563401,,,,,,,,0.25408903,,,,0.11140485,,
564441,-0.16699536,,,,,,,,,,,,,,,,,,,,,,,,-0.18804216,-0.1733582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18603921,,,-2.010966,,0.3270687,,,,,,-0.5592854,,,-0.15738823,-0.19012943,,-0.19182141
564453,,,,,,0.20052643,,,,,,,,,,,,,,-0.27487838,,,,,,,,,,,,,,,,,,,,,,,,-0.17578912,,,,,,,,,,,,,,-0.10096064,-0.15793318,,,,,-0.2276573,-1.6273059,,,,,,,-0.67228127,-0.1927605,,,-0.23951137,,
564519,,,,,,-0.48116517,,,,,,,,,,,,,,-0.31196356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.191277,,,-0.23063989,-1.59241,,,,,,,-0.6499699,-0.15192614,,,-0.43720263,-0.27728698,-0.22856477
564697,-0.2558097,,,,,-0.43433556,,-0.42028543,,,,,-0.11070164,,,,,,,-0.2770203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.23304884,-1.5680478,,,,,,,-0.71814865,-0.16926874,,,,-0.34645897,
564808,,,,,,-0.37838688,,,,,,,-0.10424582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11571059,,,,,,,,,-0.111490436,,,,-1.742184,0.116248,0.12333123,,,,,,-0.63400424,,,,-0.44302967,-0.2437,
564826,-0.33096093,,,,,,,,,,,,,,,,,,,,,,,,-0.4561827,-0.4651605,,,,,,,,,,,,,,,,,,,,,,,-0.14366317,,,,-0.122956455,,,,,,,,0.17396961,,,-0.34781584,,0.14257158,,,,,,-0.5128136,-0.12791915,,,,,
564831,,,,,,,,,,,,,,,,,,,,,,,,,-0.280959,-0.5417648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16771637,,0.2037247,,,-0.21044296,-0.45461893,,,,,,,-0.61376727,,-0.1353341,,0.13907406,,-0.18088347
564834,,,,,,0.38404253,,,,,,,,,,,,,-0.13582778,-0.4291022,,,,,,,,,,,,,,,,,,,,,,-0.23110087,,,,,,,,,-0.5688544,,,,,,,,,-0.25352678,,,,-0.24800192,-0.7116629,,,,,,,-0.6527554,,,,,-0.19415851,
565006,,,0.13347901,-0.102945864,,,,,,,,,0.073233984,,,,,,,-0.06748996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.124537475,,,,,,,,,,,,,-4.8691607,-0.117750175,-0.770611,,,,,,0.25937206,,,,,,-0.07423886
565200,-0.124616854,,,,,-0.2577568,,,,,,,,,,,,,,-0.13801296,,,,,,,,,,,,,,,,,,,,,,0.13122721,,,,,,,,,,,,,,,,,,,-0.19842237,,,-4.7448077,,-0.62420833,,,,,,0.26873377,,,,-0.30608946,-0.24890696,
565218,,,,-0.17859519,,,,,,,,,,,,,,,,,,,,,,-0.17312457,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14233778,,,,,,,-0.12323836,-0.18152833,,,-1.8601502,0.11973621,,,,,,,-0.72721875,,,-0.15996148,-0.13434766,,
565268,-0.15775499,,,,,,,-0.5457724,,,,,,,,,,,,-0.26306832,,,,,,,,,,,,,,,,,,,,,,,,-0.21627435,,,,,,,-0.2677011,,,,,,,,,,-0.2000526,,,-0.23997314,-0.7103935,,,,,,,-0.6816052,,,,-0.28741702,,
565301,,,,,,-0.40131116,,-0.51458883,,,,,,,,,,,,0.16220422,,,,,,,,,,,,,,,,,,,,,,-0.20192859,,,,,,,,,-0.62388366,,,,,,,,,-0.15308817,-0.32788116,,,-0.20340586,-0.7296789,,,,,,,-0.7006949,,,,,,
565368,,,,,,,,-0.17693734,,,,,,,,,,,,,,,,,,-0.2063186,,,,,,,,,,,,,,,,,,,,,,,,,-0.44667786,,,,,,,,,-0.16738497,-0.33010495,,,,-0.9076027,,,,,,,-0.5360736,-0.1966147,,,-0.17266223,-0.23284502,
565372,-0.18548426,,,,,-0.32112026,,,,,,,,,,,-0.19120094,,,,,,,,-0.24020797,-0.450466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13233897,,,-0.21881802,-0.3141739,,,,,,,-0.4969448,-0.13766006,,,,,
565582,,,,,,,,,,,,,,,,,,,,0.17551453,,,,,-0.19989341,-0.19862187,,,,,,,,,,,,,,,,,,,,,,,,,-0.17601919,,,,,,,,,,-0.29508626,,,-0.17666113,-0.80000174,,,,,,,-0.5176731,-0.1922998,,,-0.2174449,,
565645,-0.20548661,,,,,-0.39899287,,,,,,,,,,,,,,,,,,,,-0.22101684,,,,,,,,,,,,,,0.23668705,,,,,,,,,,,,,,,,,,,,,-0.3675283,,,-0.18152799,-0.8481174,,,,,,,-0.6147298,,,,-0.41708174,,-0.28802338
565788,-0.09348518,,,,,,,,,,,,,,,,,,,-0.09429067,,,,,,,,,,,,,,,,,,,,,,,,-0.093763255,,,,,,,-0.19565715,,0.14273079,,,,,,,,0.16074,,,1.5001106,0.39979818,0.30550608,,,,,,-0.42332152,,,,,,
565942,,,,,,,,,,,,,,,,,,,,,,,,,-0.29498315,-0.27854976,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11507659,,,,,,,,-0.35432038,,,-0.16181165,-0.8616455,,,,,,,-0.50535613,-0.18180348,,,,-0.18266107,-0.17393905
566296,-0.213756,,,,,,,,,,,,,,,,-0.18471761,,0.2359631,,,,,,-0.42558527,-0.360761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17257288,,0.24125196,,,-0.2066948,-0.33687332,,,,,,,-0.5246591,,,,,,
566494,-0.19530891,,,,,-0.20538107,,,,,,,,,,,,,,-0.2903001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.38774693,,,,,,,,,,-0.2012285,,,-0.22170556,-1.6334928,,,,,,,-0.6684364,,,,-0.434044,-0.26300701,
566818,-0.22751108,,,,,,,,,,,,,,,,,,,-0.1649516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11635456,,,,,,,,-0.17721495,,0.12150602,,,-0.20403767,-0.4280381,,,,,,,-0.6849977,-0.16351849,,,-0.24686086,,
567164,,,0.23020704,,,,,,,,,,,,,,,,,-0.22537336,,,,,,,,,,,,,,,,,,,,,,,,-0.2040911,,,,,,,0.11251535,,,,,,,,,,-0.19393834,,,-0.20071533,-1.5794308,,,,,,,-0.62971455,-0.17733411,,,-0.09913243,,
567366,,,,,,,,,,,,,,,,,,,,-0.22911026,,,,,-0.29438564,-0.19357254,,,,,,,,,,,,,,,,,,-0.28222418,,,,,,,,-0.26632467,,,,,,,-0.18862917,,-0.3972466,,,-0.2047388,-0.5188579,,,,,,,-0.5830436,,,,,,
567423,,,,,,,,,,,,,-0.14266011,-0.09738505,,,,,,-0.1692134,,,,,,,,-0.09422907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17501327,,,-4.744409,0.15429196,,,,,,,0.33507827,,,,-0.2304438,,-0.09772697
567435,-0.21686405,,,,,,,,,0.11672795,,,-0.13085108,,,,,,,-0.3366413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21914603,,,,,,,,,,,,,-0.21631683,-1.5737882,,,,,,,-0.6248147,-0.15548293,,,-0.2712745,,
567475,,,,,,,,,,,,,-0.13939066,,,,,,,-0.14411919,,,,,,-0.11412258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14549907,,-0.25015384,,,-4.8174334,0.13026789,0.27530375,,,,,,0.25728542,,,,-0.24889068,,
567576,-0.18915424,,,,,-0.2948912,,,,,,,-0.14459644,,,,,,,-0.19055937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25146577,,,,,,,,,,-0.21044938,,,-4.748806,,0.14201176,,,,,,0.38571444,,,,-0.18794885,,
567690,,,,,,-0.4129519,,,,,,,,,,,,,,0.14899541,,,,,-0.2813427,-0.26261643,,,,,,,,,,,,,,,,-0.14199018,,,,,,,,,,,,,,,,,,,-0.18936236,,,,0.2806471,,,,,,,-0.5633541,,,,-0.13834985,-0.1476865,
567713,-0.20968889,0.10356827,0.1978338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.116298646,,,,,,,,-0.1739097,,,-2.0301788,,,,,,,,-0.8323724,,,-0.12444193,-0.26229808,,-0.105269834
567774,-0.27433318,,,,,,,,,,,-0.11112968,,,,,,,-0.12951486,-0.46271303,,,,,,,,,,,,,,,,,,,,,,-0.21984807,,,,,,,,,0.17776944,,,-0.12002634,,,,,,,,,,-0.20680018,-0.6531054,,,,,,,-0.70384735,,,,,,
568664,-0.15046704,,0.13180064,,,,,,,,,,-0.124894366,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15002412,,,,,,,,,,,-0.3099396,,,,,,,,,,-0.14638709,,,-4.788225,-0.11491969,-0.5517267,,,,,,0.18529655,,,,,,
569455,-0.3130944,,,,,,,,,,,,,,,,,,-0.15843844,,,,,,,,,,,,,,,,,,,,,,0.1497238,,,,,,,,,,-0.5405209,,,,,,,,,-0.15423186,-0.10309152,,,-0.18419711,-0.5373861,,,,,,,-0.61280864,,,,,,-0.40453666
569606,,,,,,0.113621555,,,,,,,,,,,,,,0.12526618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12500913,,-0.1610615,,,,,,,,-0.18559574,,,-0.11775192,-0.662861,,,,,,,-0.43711326,-0.2518307,,,-0.32321382,,
569797,-0.15047622,,,,,-0.13177598,,,,,,,-0.11474278,,,,,,,,,,,,-0.15467505,-0.2813113,,,,,,,,,,,,,,,,,,-0.124044254,,,,,,,,,,,,,,,-0.14970934,,,,,-4.4587154,0.21041158,,,,,,,0.21941365,,,,,,
570215,,,,,,,,,,,,,-0.15489313,-0.108051956,,,,,,-0.14576061,,,,,,,,-0.097090706,,,,,,,,,,,,,,0.13053648,,,,,,,,,,,,,,,,,,,-0.26857919,,,-4.605753,0.18547228,,,,,,,0.20404203,,,,-0.1010578,,
570301,-0.121920705,,,,,,,,,,,,-0.11485811,,,,,,,-0.4741255,,,,,,,,,,,,,,,,,,,,,,-0.1819319,,-0.13067883,,,,,,,-0.6244004,,,,,,,,,,-0.1734886,,,-0.24959941,-0.73251116,,,,,,,-0.669555,,,,,,
570372,-0.16728032,,,,,,,,,,,,,,,,,,,-0.099617705,,,,,,,,,,,,,,,,,,,,0.14144735,,,,,,,,,,,-0.2678488,,0.13863559,,,,,,,,-0.15080608,,,-4.8050537,-0.10986608,-0.65616256,,,,,,0.26212394,,,,,,
570401,-0.33982348,,,,,0.14966293,,,,,,,,,,,,,,-0.36637896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14553612,,,-0.21696359,-1.4875088,,,,,,,-0.6206127,,,,-0.40469626,-0.31257287,-0.17642981
570414,-0.3372606,,,,,-0.23551005,,0.10050434,,,,,,,,,,,,-0.2593989,,,,,,,,,,,,,,,,,,,,,,-0.19520609,,,,,,,,,,,0.13202913,-0.1104631,,,,,,,,,,-0.11178027,0.30206692,,,,,,,-0.6424479,,,,,,
570608,-0.33719283,,,,,,,,,,,,,,,,,,,-0.2776913,,,,,-0.11881965,-0.2204075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29497874,,,-0.22517909,-1.090217,,,,,,,-0.6302304,-0.14261034,,,-0.1918804,,
570705,-0.10379824,,,,,,,,,,,,0.12611301,,,,,,,,,,,,,,,0.11544477,,,,,,,,,-0.107855104,-0.1227033,,,,,,,,,,,,,,,,,,,,,,,-0.1338348,,,-4.827443,-0.09242977,-0.7566518,,,,,,0.25498107,,,,,,
570785,,,,,,-0.48047444,,,,,,,,,,,,,,-0.26411122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4422017,,,,,,,,,,-0.1757531,,,-0.2017927,-0.70509714,,,,,,,-0.6239442,-0.15461707,,,-0.375706,-0.26093358,
571109,,,,,,,,,,,,,0.17164667,,,,-0.13537553,,,,,,,,-0.18706045,-0.2534209,,0.26020417,,,,,,,,,,,,,,,,,,,,,,-0.195626,,,-0.1330331,,,,,,,,,,,0.73218244,0.25944722,,,,,,,0.6738179,,,,,,
571392,,,,,,,,-0.48108923,,,,,,,,,,,,-0.27051908,,,,,,,,,,,,,,,,,,,,0.25200352,,,,-0.194135,,,,,,,0.15558301,,,,,,,,,,-0.18545695,,,-0.19851981,-0.61593425,,,,,,,-0.6462031,,,,-0.30467135,,
571439,,,,,,,,-0.1502486,,,,,-0.14526695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.105167724,,,,,,-0.102040336,,0.09579517,,,-4.714248,,0.14774793,,,,,,0.19861124,,,,-0.104376994,,-0.09614419
571476,,,,,,0.0913001,,,,,,,-0.12221616,,,,,,,-0.16173834,,,,,,,,-0.09185286,,,,,,,,,,-0.10960046,,0.18693575,,,,,,,,,,,,,,,,,,,,,0.0887279,,,-4.348704,,0.1607811,,,,,,-0.2183493,,,,,,
571490,-0.24590057,,,,,,,,,,,,,,,,,,,0.1564113,,,,,,,,,,,,,,,,,,,,,,,,-0.14634256,,,,,,,-0.40636036,,,,,,,,,,-0.15907273,,,-0.12174289,-0.65616447,,,,,,,-0.6286672,-0.15475582,,,-0.14274845,,
571831,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115543514,,,,,,,,,-0.09455153,,,,,,,,,,,,-0.08428365,,-0.2150199,,,-0.08856696,,,,,,,-0.24839608,,,-4.3110394,-0.10741621,0.1189617,,,,,,-0.25874144,,,,,,
572039,-0.2075426,,,,,-0.26493633,,,,,,,-0.16969326,,,,,,,-0.15972887,,,,,,,,-0.10364159,,,,,,,,,,,,0.12367194,,,,,,,,,,,,,,,,,,,,,-0.2844243,,,-4.568375,0.161371,,,,,,,0.24575211,,,,,,
572327,,,,,,-0.46283963,,,,,,,,,,,,,,-0.28063148,,,,,,,,,,,,,,,,,,,,0.17116646,,,,,,,,,,,,,,,,,,,,,-0.20149173,,,-0.20800774,-1.5747054,,,,,,,-0.62558836,-0.15350622,,,-0.29397622,-0.18570246,
572347,-0.1421046,,,,,-0.53004766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25619525,,,,0.26004112,,,,-0.19240803,-0.4739399,-0.15799186,,,,,,,,,,,,-0.23136884,-0.59199643,,,,,,,-0.6406446,,,,,,
572370,,,,-0.117029704,,,,-0.33772904,,,,,0.10341803,,,,,,,,,,,,,,,,,,,,,,,,,-0.08933152,,,,,,,,,,,,,,,,,,,,,,,-0.27246028,-0.10302638,,0.30001828,0.41918615,0.1803319,,,,,,0.71619743,,,,,,
572398,-0.15868144,,,,,,,-0.49769437,,,,,,,,,,,,-0.25523743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21349825,,,,,,,,,,-0.13440546,,,-0.22885822,-1.5221541,,,,,,,-0.69059473,-0.1370197,,,-0.23140924,,
572523,-0.27589926,0.12812607,,,,0.25499028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15261647,,,,,,,,,,-0.20945966,,,-0.17891079,-1.4804252,,,,,,,-0.5956328,-0.15133122,,,-0.35125756,,
572602,-0.19703399,,,,,-0.24713497,,,,,,,,,,,,,,-0.26720032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2219779,-0.9449272,-0.17135714,,,,,,-0.63103455,-0.16747129,,,-0.40127024,-0.27006057,
572730,,,,,,,-0.100509115,,,,,,,,,,,,,-0.21064453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.37912968,,,,,,,,,,-0.18522723,,,-0.21866754,-1.6320922,,,,,,,-0.6464542,-0.1697428,,,-0.09519021,-0.18610774,
573026,,,,,,-0.40512297,,,,,,,,,,,,,-0.11140094,-0.37584794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13281709,,,,,,,,,,,,,-0.24081033,-1.5735228,,,,,,,-0.67384195,-0.15047696,,,,-0.108844765,-0.11532031
573542,,,,,,-0.27631062,,,,,,,-0.12326938,,,,,,,-0.19518593,,,,,,,,,,,,,,,,,,,,0.1350786,,,,,,,,,,,-0.28820992,,,,,,,,,,-0.20456341,,,-4.7248907,,-0.54584134,,,,,,0.2740575,,,,-0.15507476,,
573791,,,,,,,,,,,,,0.1456553,,,,,,,,,,,,-0.26418528,-0.27923995,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21477419,0.24993053,,,,,,-0.13128982,,0.15818322,,,0.62693983,0.38206202,,,,,,,0.41705346,,,,,,
574224,,,0.2392611,,,,-0.11658586,,,,,,,,,,,,,0.19549574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43114862,,-0.11861112,,,,,,,,-0.14311463,,,,-1.1361544,,,,,,,-0.53337026,-0.18781763,,,-0.20464407,,
574538,-0.21136214,,,,,,,,,,,,0.10452941,,,,,,,,,,,,,-0.10218655,,,,,,,,,,,,,,,,0.2513149,,,,,,,,,-0.09483465,,,,,,,,,,-0.304843,,,-4.887327,0.12210321,0.22236024,,,,,,0.23115903,,,,,,
574680,-0.25690904,,,,,,,,,,,,,,,,,,,-0.31930155,,,,,,,,,,,,,,,,,,-0.12450046,,,,,,,,,,,,,-0.4543166,,,,,,,,,,-0.14835607,,,-0.23030984,-1.5561473,,,,,,,-0.64418274,-0.15222248,,,-0.41194257,,
574977,,,,,,-0.37051702,,,,,,,-0.13073352,,,,,,,-0.18251812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.10737906,,,,-1.7852283,0.1523738,0.11828771,,,,,,-0.6553541,,,,-0.46199352,-0.35072088,
575031,,,,,,-0.38138112,,,,,,,,,,,,,,-0.1801464,,,,,,,,,,,,,,,,,,,,,,,,-0.1335754,,,,,,,0.11241733,,,,,,,,-0.1620873,,-0.20216432,,,-0.2734944,-0.9728478,,,,,,,-0.69205415,-0.18611945,,,,,
575032,-0.22148246,,,-0.15246257,,0.21580406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14580815,,,,,,,-0.22028248,,,,,,,,,-0.1665989,,,,,,,,-0.3172079,,,-0.15357947,-0.46019244,,,,,,,-0.48830894,,,,,,
575114,-0.33528456,,,,,,,-0.2958512,,,,,,,,,,,,,,,,,-0.2089088,-0.18720551,,,,,,,,,,,,,,,,0.40137416,,,,,,,,,,,,,,,,,,,,,,,-0.47812828,,,,,,,-0.3801774,-0.2121678,,-0.18730544,,,-0.23034209
575212,-0.18535708,,,,,,,,,,,,,,,,,,,,,,,,,-0.20009314,,,,,,,,,,,,-0.15272239,0.15628453,,,,,,,,,,,,-0.43686622,,,,,,,,,,,,,-0.15339583,-0.38021293,,,,,,,-0.5227304,-0.15357843,,,-0.31799003,,
575415,-0.28653824,,,,,-0.45956826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19578715,,,,,,,,,0.16929065,,,,,,,,,,-0.19382846,,,-0.18527193,-0.484383,,,,,,,-0.6288127,,,,-0.24378867,,-0.42618623
575477,,,,,,0.15323174,,,,,,,,,,,,,,-0.26968893,,,,,,,,,,,,,,,,,,,,,,,,-0.18406357,,,,,,,0.13082622,,,,,,,,,,-0.20032834,,,-0.22527292,-1.5814742,,,,,,,-0.6299302,-0.13849452,,,-0.1655491,,
575522,-0.2866094,,,,,-0.18758659,,,,,,,-0.120938264,-0.13111705,,,,,,,,,,,-0.14005376,-0.1343519,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12452945,,,,,,,,,,,-0.37904966,,,,,,,,0.6859479,-0.11304843,,,,,
575594,,,0.20438017,,,,,-0.28654894,,,,,-0.094826296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33927062,,-0.099378474,,,,,,,,-0.18098469,,,-1.9802383,,,,,,,,-0.8098881,,,-0.120668545,-0.10643834,,
575599,,,,,,0.10352459,,-0.20684902,,,,,-0.10650396,,,,,,,-0.11724403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.815198,-0.0876536,-0.6322248,,,,,,0.2749644,,,,-0.23078257,-0.10117513,
575822,,0.11549391,,,,0.10383546,,0.09888066,,,,,,,,,,,,0.15760568,,,,,,0.10798224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103455335,,,,0.30112112,,,,,,,-0.4218127,,,0.12475123,-0.13117234,,
575840,,,,,,,,,,,,,-0.15349984,,,,,,,-0.16411428,,,,,,-0.11245358,,,,,,,,,,,,-0.113043055,,0.12329057,,,,,,,,,,,-0.16562471,,,,,,,,,,-0.29112032,,,-4.5466833,0.12152906,,,,,,,0.2592058,,,,,,
576032,,0.11277372,,,,,,-0.18285228,,,,,-0.116107486,,,,,,,,,,,,,-0.0977181,,-0.14712179,-0.1067253,-0.12622589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18453503,,,,,,0.41942054,,,,,,-0.13661806
576346,-0.28568044,,,,,,,,,,,,,,,,,,,-0.17834242,,,,,,,,,,,,,,,,,-0.11487335,,,,,,,,,,,,,,,,,,,,,,,,-0.13053204,,,-4.694865,-0.12062548,-0.5763591,,,,,,0.25185648,,,,-0.15820074,-0.21266891,
576399,-0.25598517,,,,,,,-0.32339334,,,,,,,,,,,,-0.23209795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42208964,,,,,,,,,,-0.2114916,,,-0.18693267,-0.7107331,,,,,,,-0.6296573,-0.1650259,,,-0.15649159,,
576769,,,,,,-0.47623038,,-0.43777853,,,,,-0.13179842,,,,,,,-0.22610183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20657173,,,,,,,,,,-0.2906701,,,-0.24853012,-1.0925622,,,,,,,-0.6296387,-0.14297879,,,,,
576797,-0.22837222,,,,,0.36631408,,,,,,,,,,,,,-0.14581186,-0.3947976,,,,,,,,,,,,,,,,,,,,,,-0.23039117,,,,,,,,,-0.32329863,,0.13392614,,,,,,,,,,,-0.24408647,-0.577083,,,,,,,-0.65022403,,,,,,
576976,-0.27323478,,,,,-0.13468279,,,,,,,,,,,,,,,,,,,-0.45727673,-0.5264708,,,,,,,,,,,,,,,,-0.1498376,,,,,,,,,,,,,,,,,,,0.13546082,-0.14239372,,-0.14570318,0.13808131,,,,,,,-0.5732311,,,,,,
577333,,,,,,-0.2719483,,,,,,,,,,,,,,,,,,,-0.19321883,-0.27521616,,0.090508394,,,,,,,,,,,,,,,,-0.14042221,,,,,,,,,,,,,,,,,0.10857008,,,-3.8144963,-0.26364928,0.34363303,,,,,,-0.16200043,,,,,,
577560,-0.24137785,,,,,-0.38994086,,,,,,,,,,,,,,-0.31331873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.388751,,,,,,,,,,,,,-0.25834468,-1.5664788,,,,,,,-0.660699,,,,-0.38573423,-0.26447943,-0.20461603
577787,,,,,,-0.27149734,,-0.23099242,,,,,,,,,,,,-0.15448807,,,,,,,,,,,,,,,,,,,,0.12439528,,,,,,,,,,,-0.23855528,,,,,,,,,,-0.22019787,,,-4.6947546,,-0.54030716,,,,,,0.3457942,,,,-0.2028074,,
577966,-0.25116396,,,,,-0.46416658,,,,,,,,,,,,,,-0.45360696,,,,,,,,,,,,,,,,,,,,,,-0.25931326,,,,,,,,,-0.55993116,,,,,,,,,,,,,-0.29618046,-0.7648013,,,,,,,-0.71510714,,,,-0.20324077,,-0.34331423
578264,-0.3785339,,,,,-0.503292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21192135,,,,,,,,,-0.57619536,,,,,,,,,,-0.27822608,,,-0.28455108,-0.77280986,,,,,,,-0.69940907,,,,,-0.33141533,-0.3908528
578316,-0.100156575,,,,,-0.31274348,,,,,,,,,,,,,,-0.11725018,,,,,,,,,,,,,,,,,,-0.09959163,,,,,,,,,,,,,-0.28446546,,,,,,,,,,-0.17274086,,,-4.722299,,-0.5866137,,,,,,0.2958079,,,,-0.09709179,,
578339,,,,,,,,,,,,,-0.09472253,,,,,,,-0.1589131,,,,,,,,,,,,,,,,,-0.116499744,-0.10700162,,,,,,,,,,,,,-0.25705615,,,,,,,,-0.09786639,,,,,-4.287077,,0.15178211,,,,,,-0.25492054,,,,-0.20858558,,
578950,,,,,,,,,,,,,,,,,,,,-0.21363974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16247769,,,,,,,,-0.16822672,,-0.16566779,,,-0.25571206,-1.7108449,,,,,,,-0.7107686,-0.17936735,,,-0.30314973,-0.22077613,
579171,,,,,,,,,,,,,-0.11078047,,,,,,,-0.28377002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42100608,,,,,,,,,,,,,-0.2389874,-1.6384325,,,,,,,-0.6456496,-0.15361354,,,-0.34042794,-0.18059823,-0.17737745
579180,,,,,,-0.22978675,,,,,,,-0.12521972,,,,,,,,,,,,,,,-0.09929767,,,,,,,,,,,,,,,,,,,,,,,,,0.13839379,,,,,,,,-0.13774326,,,-4.815749,,0.08789623,,,,,,0.37294483,,,,-0.31971613,-0.115678966,
579198,-0.22614902,,,,,0.20896913,,,,,,,,,,,,,0.29581293,-0.31371716,,,,,,,,,,,,,,,,,,,,,,-0.26162824,,,,,,,,-0.3353406,,,,,,,,,,-0.24946296,-0.20566227,,,,-0.63181746,,,,,,,-0.6573283,,,,,,
579200,-0.11331361,,0.16214086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.15035754,,,,,,,0.09236589,,,,,,,,,,-0.14763282,-0.1002581,,-4.0822363,-0.21186723,0.28655228,,,,,,-0.1736564,,,,,,
