user_id,kyc_speed_sec,account_age_days,is_high_risk_career,is_high_risk_income,career_income_risk,career_freq,is_app_user,reg_hour,reg_is_night,reg_is_weekend,reg_to_kyc1_days,twd_dep_count,twd_dep_sum,twd_dep_mean,twd_dep_std,twd_dep_max,twd_wit_count,twd_wit_std,twd_wit_max,twd_net_flow,twd_withdraw_ratio,twd_wit_ip_ratio,crypto_dep_count,crypto_dep_mean,crypto_dep_max,crypto_wit_count,crypto_wit_sum,crypto_wit_mean,crypto_wit_max,crypto_currency_diversity,crypto_protocol_diversity,crypto_wallet_hash_nunique,crypto_internal_count,crypto_internal_peer_count,trading_mean,trading_max,trading_buy_ratio,trading_market_order_ratio,swap_count,swap_sum,ip_unique_count,ip_night_ratio,ip_max_shared,fund_stay_sec,pagerank_score,connected_component_size,total_tx_count,first_to_last_tx_days,weekend_tx_ratio,dep_to_first_wit_hours,twd_to_crypto_out_ratio,tx_amount_cv,rapid_kyc_then_trade,crypto_out_in_ratio,same_day_in_out_count,tx_interval_mean,tx_interval_std,tx_interval_min,tx_interval_median,amount_p90_p10_ratio,active_days,if_score,hbos_score,lof_score,gnn_emb_0,gnn_emb_1,gnn_emb_2,gnn_emb_3,gnn_emb_4,gnn_emb_5,gnn_emb_6,gnn_emb_7,gnn_emb_8,gnn_emb_9,gnn_emb_10,gnn_emb_11,gnn_emb_12,gnn_emb_13,gnn_emb_14,gnn_emb_15
U32303,,0.13721573,,,,,,-0.19286676,,,,,-0.14882429,,,,,,,-0.17047581,,,,,,,-0.2535353,,,,,,,,,,,,,-0.22297013,,,,,,,,,-0.3706876,,,,,,,-0.15775844,,,-0.20698835,,,,,-0.14800744,,,,,,,,,,,,,,,,
U00218,,0.2594767,,,,,,,,,,0.15624146,0.2607963,,0.1349858,,,,,,,,,,,,0.51767886,0.1038929,0.30458766,,,,,,,,,,,-0.1540869,,,,,,,,,-0.103211045,,,,,,,0.12984174,,,,,,,,,,,,,,,,,,,,,,,,
U28227,-0.27494344,0.14477618,,,,,,,,,,,,,,,,,,0.09286586,,,-0.109595686,,,,-0.18219139,,,,,,,,,,,,,-0.14610067,,-0.3472455,,,,,,,,,,,,,,-0.14821576,,,-0.27347198,,,,,,,,,,,,,,,,,,,,-0.10636739,
U09723,,0.18388428,,,,,,,,,,,,,,,,,,-0.13606767,,,,,,,-0.16567345,,,,,,,,,-0.11999009,-0.14559212,,,-0.1834961,,-0.20791289,,,,,,,,,,,,,,,-0.11437764,-0.11369202,0.2589275,,,,,,,,,,,,,,,,,,,,,
U09724,,0.20017058,,,,,,-0.21959499,,,,,-0.13369466,,,,,,,,,,,-0.108830236,-0.13002168,,-0.15507099,,,,,,,,,,,,,0.120584846,,,,,,,,,,,,,,,,,-0.110607766,-0.12704578,0.19181539,,,,,,,,,,,,,,,,,,,,,
U35067,-0.12157409,0.25615942,,,,,,-0.15414599,,,,,,,,,,,,,,,,-0.18173158,-0.13216321,,-0.14113651,,,,-0.17389329,,,,,,,,,-0.2195059,,,,,,,,,0.10342958,,,,,,,,,,0.13705531,,,,,,,,,,,,,,,,,,,,,
U26252,,0.16643436,,,,-0.45529163,,,,,,,-0.14210157,,,,,,,-0.20586261,,,-0.12394729,,,,-0.23199317,,,,,,,,,,,,,-0.17859402,,-0.40591842,,,,,,,-0.16727363,,,,,,,,,,-0.29068846,,,,,,,,,,,,,,,,,,,,,
U26253,,0.19932607,,,,,,,,,,-0.12118712,,,-0.1077913,,,,,,,,,,,,0.1781801,,0.1194321,,,,,,,,,,,0.3646628,,,,,,,-0.09403897,,,,,,,,,-0.29378468,,,-0.5676684,,,,,,,,,,,,,,,,,,,,-0.115624465,
U12556,-0.12774332,0.23182055,,,,-0.46555638,,,,,,,-0.11875538,,,,,,,-0.18862954,,,,-0.23493999,-0.15939914,,-0.1776775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4988743,,,,,-0.17435299,,,,,,,,,,,,,,,,
U20735,,0.30010784,,,,,,,,,,-0.09933759,,,0.11859544,,,,,,,,,,,,0.19839506,,,,,,,,,,-0.10722889,,,-0.23036484,,,,,,,,,-0.31423607,,-0.24717082,,,,,-0.25780994,,,,,,,,,,,,,,,,-0.08777277,,,,,,,,
U12560,-0.31217387,0.13672793,,,,,,,,,,,-0.15666215,,,,,,,-0.1945484,,,,,,,-0.22604458,-0.14116222,,,,,,,,,,,0.09709486,,,,,,,,,,,,,,,,,,,-0.1017228,-0.41865122,,,,,,,,,,,-0.121649206,,,,,,,,,,
U04830,,0.3156914,,,,,,-0.3180912,,,,,,,,,,,,-0.1788972,,,,,,,-0.1887658,,,,,,,,,,,0.15020221,,-0.23247898,,-0.30248347,,,,,,,-0.23429564,,,,,,,,,,0.18284985,,,,,,,,,,,,-0.14651605,,,,,,,,,
U12561,-0.20884171,0.21249607,,,,,,-0.26271218,,,,,-0.15638496,,,,,,,-0.18681595,,,,,,,-0.22664432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21413243,,,,,,,,,,,-0.15730222,-0.18682091,,,,,,-0.16661853,,,
U112988,,,,,,,-0.19897343,,,,,,,,,,,,,-0.12348196,,,-0.114809476,,,,-0.22010247,,-0.12001315,,,,,,,,,,,-0.24856502,,,,,,,,,0.12246822,,,,,,,-0.15670644,,,-0.28036252,,,,,-0.1745564,,,,,,,,,,,,,,,,
U15247,,,,,,,-0.22615644,,,,,,-0.122874714,,,,,,,-0.20613752,,,,,,,-0.24810262,-0.12464979,-0.12861656,,,,,,,,,,,-0.25442588,,,,,,,,,,,,,,,,-0.15486479,,,-0.15166831,,,,,,,,,,,,,,,,-0.11262672,,,,,
U29415,-0.39695618,0.19661246,,,,,,,,,,,,,,,,,,,,,,-0.13111266,-0.16087945,,-0.14509828,,,,,,,,,-0.16248173,,,,-0.1937234,,,,,,,,,,,-0.15069234,,,,,,,-0.16048391,,,,,,-0.2486982,,,,,,,,,,,,,,,,
U07495,,0.19196646,,,,-0.2809273,,,,,,0.14583029,0.25386807,,,,,,,,,,,,,,0.5438932,,,,,,,,,,,,0.103240445,0.5006139,,,,,,,0.09258436,,,,,,,,,,,,0.15437454,,,,,-0.14796509,,,,,,,,,,,,,,,,
U01465,-0.10460005,0.35054094,,,,,,,,,,,,,,,,,,,,,-0.09071633,,,,-0.09684049,,0.13298012,,,,,,,,,,,-0.15989004,,,,,,,,,,,,,,,,-0.12866536,,,-0.26622528,,,-0.099822305,,-0.12870441,,,,,,,,,,,,,,,,
U07496,,,,,,,-0.17817657,,,,,,-0.14552726,,,,,,,-0.14619055,,,,,,,-0.24200197,-0.13973056,-0.13508394,,,,,,,,-0.14274448,,,-0.19535819,,,,,,,,,,,,,,,,-0.16067599,,,-0.2406857,,,,,,,,,,,,,,,,,,,,,
U00768,-0.21130063,0.31946257,,,,0.22660981,,0.11320557,,,,,,,,,,,,,,,,,,,-0.13040555,,,,,,,,,,,,0.114554,0.35419214,,,,,,,,,,,,,,,,0.11378508,,0.22230843,0.22406173,,,,,,,,,,,,,,,,,,,,,
U23998,,0.38451093,,,,,,-0.1676865,,,,,-0.12033242,,,,,,,,,,,,,,-0.18866195,,,,,,,,,,,0.38852778,,-0.20982789,,,,,,,,,0.12291354,,,,,,,,,0.15156266,0.16659147,,,,,,,,,,-0.14321437,,,,,,,,,,,
U35070,,0.17266333,,,,,-0.20898405,,,,,,-0.088237025,,,,,,,,,,,-0.42007643,-0.2712688,,-0.12909861,,,,,,,,,,,,,0.47415894,,,,,,,,,,,,,,,,,,-0.17928565,0.22011232,,,,,,,,,,,,-0.21561974,,,,,,,,,
U35071,-0.09985027,0.241776,,,,,,0.085333884,,,,,,,,,,,,0.15583532,,,,,-0.22226356,,-0.11886248,,,,,,,,,,,,,-0.23766752,,,,,,,,,,,,,,,,,,,0.13821113,,,,,,,,,,,,,,,,,-0.09833851,,,,-0.11765732
U30990,,0.24732895,,,,-0.40842628,-0.24756584,-0.22885872,,,,,-0.13224974,,,,,,,,,,,,,,-0.14970885,,,,,,,,,,,,0.13328883,0.44388634,,-0.44801372,,,,,,,-0.40871498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U113024,,0.18101951,,,,,-0.27050233,,,,,,,,,,,,,-0.2993517,,,,,,,-0.2328512,,,,,,,,,,,,,-0.38247025,,,,,,,,,,,-0.16912109,,,,,-0.41783786,,,-0.35926068,,,,,-0.14402774,,,,,,,,,-0.16373135,,,,,,,
U15258,,0.28494507,,,,0.12700254,-0.26234764,,,,,,,,,,,,,-0.15165208,,,,,,,-0.1969377,,,,,,,,,,,,,-0.21315429,,,,,,,,,,,,,,,,,,-0.12898318,-0.27250317,,,-0.17171715,,-0.15283094,,,,,,,,,,,,,,,,
U113026,,0.23556215,,,,,,,,,,,,,,,,,,0.13883904,,,-0.114165775,,,,-0.18497689,,,,,,,,-0.110422134,,,0.1829243,,-0.24902204,,,,,,,,-0.15393567,,,,,,,,,,,,,,,,,,,,,,,,,-0.18469247,,,-0.11104584,,,,
U113028,,0.24890779,,,,-0.33541968,-0.22084019,,,,,,,,,,,,0.29781243,0.23777181,,,,,,,,,,,,,,,,,,,,-0.30316734,,-0.19900237,,,,,,,,,,,,,,-0.36083263,,,-0.24269514,,,,,,,,,,,,,,-0.16539131,,,,,,,
U12579,,0.22443497,,,,0.13850056,,,,,,,0.14479634,,,,,,,,,,,,,,0.3203429,,0.17595258,,,,,,,,,,0.110615484,0.503831,,,,,,,,,,,,,,,,0.14355081,,,0.1679686,,,,,-0.09458275,,,,,,,,,,,,,,,,
U29420,,0.31462762,,,,,,0.13824266,,,,,,,,,,,,-0.10588941,,,,,,,-0.12606296,,,,,,,,,,,,,0.31793478,,0.10573969,,,,,,,-0.12707578,,,,,,,0.10154785,,0.20677692,0.19031554,,,,,,,,,,,,,,,,,,,,,
U17804,,0.16215646,,,,,,,,,,,0.14564116,,0.09501787,,,,,,,,,,,,0.26224014,,0.14653447,,,,,,,,,,0.1122299,0.5186468,,0.09385895,,,,,,,,,,,,,,,,,0.16689071,,,,,-0.13256483,,,,,,,,,,,,,,,,
U17805,,0.29062077,,,,,,,,,,,0.104765266,,,,,,,,,,,,,,0.11100936,,0.14869939,,,,,,,,,,0.11064192,0.5413034,,0.10203307,,,,,,,,,,,,,,0.09208645,,-0.10502504,0.12235994,,,,,,,,,,,,,,,,,,,,,
U20744,,0.30295414,,,,,,-0.29663754,,,,0.16260727,,,,,,,,,,,,,,,0.35189864,,0.20140134,,,,,,,,,,,-0.19234145,,-0.32672256,,,,,,,-0.19415538,,,,,,,,-0.16775358,,-0.20830506,,,,,,,,,,,,,,,,,,,,,
U12586,,0.15098594,,,,,,,,,,-0.112625204,0.119368464,,-0.10148667,,,,,,,,,-0.111344695,,,0.17929307,,,,,,,,,,,,0.11552802,0.555674,,,,,,,,,,,,,,,,,,,0.22062391,,,,,,,,,,,-0.16095054,,,,,,,,,,
U15263,,0.21589062,,,,,,-0.10064166,,,,,-0.12461756,,,,,,,,,,,,,,-0.26563522,-0.16959251,-0.15089388,,,,,,,,,,,-0.26075366,,,,,,,,,0.09852069,,,,,,,,,,0.11180957,,,-0.19965965,,,,,,,,,,,,,,,,,,
U26277,,0.3473062,,,,,,,,,,-0.09958776,,,0.11500665,,,,,,,,,,,,,,0.19320098,,,,,,,,,0.36304316,,-0.1829957,,,,,,,-0.13017909,,,,,,,,,-0.14905746,,,0.10175065,,,,,,,,,,-0.12756154,,,,,,,,,,,
U36094,,0.17163412,,,,,,,,,,,,,,,,,,,,,,-0.1268008,-0.16113581,,-0.15633382,,,,,,,,-0.14634758,-0.18610488,,,,-0.19566867,,,,,,,,,,,,,,,,,,,0.2444269,,,,,-0.17497192,,,,,,,-0.27656177,,,,,,,,,
U26278,,0.22333847,,,,,,,,,,,,,,,,,,,,,,-0.14468804,-0.13975987,,-0.17533249,,,,-0.18682358,,,,,,,,,-0.18140474,,,,,,,-0.07848012,,0.08530725,,,,,,,0.07872247,,,0.19992979,,,,,,,,,,,,,,,,,,,,,
U05751,,0.2609104,,,,-0.42592964,,,,,,0.2009332,0.25885856,,,,,,,0.123685695,,,,,,,0.6355862,,0.23782346,,-0.13177991,,,,,,,,,-0.12819552,,-0.30032045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U01570,,0.1813831,,,,0.22745195,,,,,,,,,,,,,,0.13668405,,,-0.12373441,0.08716319,,,-0.13578099,,,,,,,,,,,,,-0.18652707,,,,,,,,,0.101501755,,,,,,,-0.19139983,,,-0.31872177,,,,,,,,,,,,,,,,,,,,,
U29425,,0.29989547,,,,-0.41044867,,,,,,,-0.120514706,,,,,,,-0.13623895,,,,,,,-0.18187082,,,,,,,,,,,,,-0.1743874,,,,,,,,,,,,,,,,-0.26865113,,-0.12269331,-0.27794614,,,,,,,,,,,,,-0.11897848,,,,,,,,
U00690,-0.111574985,0.26386434,,,,0.10631813,,,,,,,,,,,,,,,,,0.14882487,-0.21222581,-0.1373245,,0.45578033,,,,,,,,,,,,,-0.1599386,,,,,,,,,-0.24259533,,,,,,,,,,0.19718888,,,,,,,,,,,,,,,,,,,,,
U26280,,0.14790879,,,,,-0.24658835,-0.16252704,,,,,0.13987178,,,,,,,-0.1785438,,,,-0.20946567,-0.18685162,,,,,,,,,,,,,,,0.4806891,,,,,,,,,,,,,,,,,,,-0.27800938,,,,,,,,,,,-0.12870145,,,,,,,,,,
U15274,-0.32719672,0.25285342,,,,,,,,,,,-0.14717883,,,,,,,-0.13900451,,,,,,,-0.15657204,,,,,,,,,,,,,0.41573185,,,,,,,,,,,,,,,,-0.3828395,-0.17179592,-0.10528877,-0.28759345,,,,,,,,,,,,,,,,,,,,,
U40407,,0.2080613,,,,,,,,,,,,,,,,,,,,,,-0.2210468,-0.17165963,,-0.19044496,,,,,,,,,,,0.15879962,,-0.16156699,,-0.37952682,,,,,,,-0.28058246,,,,,,,-0.23383993,,,-0.27412182,,,,,,,,,,,,,,,,,,,,,
U12590,,0.28410798,,,,,,,,,,,,,,,,,0.1145929,,,,,-0.24210925,-0.13135245,,-0.15256199,,,,,,,,,,,,,-0.11694933,,-0.21159628,,,,,,,-0.14685035,,,,,,,,,,-0.4296855,,,,,,,,,,,,-0.21087128,,,,,,,,,
U35519,,0.2802462,,,,,,,,,,,,,,,,,0.24269973,0.16880181,,,,-0.122908816,,,-0.13781182,,,,,,,,,,,,,-0.29742354,,,,,,,,,-0.22446516,,,,,,,-0.34124452,,,-0.26558214,,,,,,,,,,,,,,,,,,,,-0.12684068,
U113077,,0.20808652,,,,,,,,,,,,,,,,,,-0.30774215,,,-0.1304396,,,,-0.25469574,,,,,,,,,,,,,-0.36621588,,,,,,,,,,,-0.13749154,,,,,-0.41557714,,-0.14591298,-0.45316124,,,,,,,,,,,,,,-0.17334381,,,,,,,
U113078,,0.2217784,,,,,,,,,,,,,,,,,,-0.2923819,,,,,,,-0.23085874,,,,,,,,,,,,,-0.35464174,,-0.18993674,,,,,,,,,,,,,,-0.4039564,,,-0.36220974,,,,,,,,,,,,-0.16699922,,-0.14074999,,,,,,-0.14223677,
U26286,,0.24682765,,,,-0.32887927,-0.32215896,,,,,,,,,,,,,,,,,,,,0.1793416,,0.14746438,,,,,,,,-0.14532612,,,-0.2498507,,,,,,,-0.15363927,,,,-0.14063743,,,,,,,,0.12942447,,,,,,,,,,,,,,,,,,,,,
U113082,,0.20025489,,,,,-0.26453307,-0.32538828,,,,,,,,,,,,-0.31190386,,,-0.13506287,,,,-0.2157941,,,,,,,,,,,,,-0.3972333,,,,,,,,,-0.2629963,,-0.14092878,,,,,-0.17671816,,,,,,,,,,,,,,,,,,,,,,,,
U04844,,0.17265885,,,,,-0.26504502,-0.20643334,,,,0.09857227,0.20190822,,0.10117729,,,,,,,,,,,,0.37659854,,,,,,,,,,,,0.13056225,0.59284246,,,,,,,,,,,,,,,,-0.13726877,,,,,,,,,,,,,,,,,,,,,,,,
U26288,-0.15663336,0.19662094,,,,,,,,,,,-0.1453845,,,,,,,-0.112435244,,,,,,,-0.16316307,,,,,,,,,,,,,0.36078694,,,,,,,,,,,,,,,,-0.43013945,-0.19462259,0.1540893,0.21293733,,,,,,,,,,,,,,,,,,,,,
U35074,-0.15230823,0.20449114,,,,,,,,,,,,,,,,,,,,,,-0.14749196,-0.16872607,,-0.106242165,,,,,,,,,,,,,0.2779257,,,,,,,,,,,,,,,,,,,0.23174077,,,,,-0.1124237,,,,,,,-0.17778835,,-0.09766967,,,,,,,
U113090,,0.12038872,,,,,-0.20335849,,,,,,,,,,,,,-0.17485619,,,,,,,-0.24958953,-0.14528471,-0.14882854,,,,,,,,,,-0.14260685,-0.34617457,,,,,,,,,,,,,,,,-0.15074301,,,,,,,,,,,,,,,,,-0.16567431,,,,,,,
U113091,-0.110161215,0.15882672,,,,0.20427974,,,,,,,,,,,,,,-0.18063252,,,,,,,-0.29556096,-0.17837831,-0.15992205,,,,,,,,,,-0.11245074,-0.26626164,,,,,,,,,,,,,,,,,,,-0.27782395,,,,,,,,,,,,,,,,,,,,,
U113092,,0.15740655,,,,,,,,,,,,,,,,,,-0.291494,,,-0.13116819,,,,-0.23042175,-0.14231536,-0.1300193,,,,,,,,,,-0.13171358,-0.36191547,,,,,,,,,-0.38103643,,-0.15616105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U113097,-0.15552364,0.20374562,,,,-0.4330653,,,,,,,,,,,,,,-0.22774386,,,,,,,-0.27860174,,-0.14271502,,,,,,,,-0.13678649,,,-0.3410261,,,,,,,,,,,-0.14909275,,,,,,,,0.15250847,,,,,,,,,,,,,,,,,,,,,
U20752,,0.16269076,,,,,-0.30413026,-0.3115019,,,,,,,,,,,,-0.21945567,,,-0.116550885,,,,-0.16550094,,,,,,,,,,-0.13292465,,,-0.25146058,,-0.16381575,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12146754,,,,,,,,,,
U01844,,0.21798746,,,,,,-0.17212074,,,,,,,,,,,,-0.1699703,,,,-0.15302198,,,0.15470356,,,,,,,,,,,,,-0.16640171,,-0.37193602,,,,,,,,,,,,,,,,,0.22757687,,,,,,,,,,,-0.15580766,-0.14896852,,,,,,,,,
U113110,,0.11407249,,,,,-0.1782099,,,,,,,,,,,,,0.11047592,,,-0.12913008,,,,-0.13744543,,,,,,,,,,,,,-0.19583735,,,,,,,,,0.1214879,,,,,,,-0.18477406,,,-0.338582,,,,,-0.15235665,,,,,,,,,,,,,,,,
U20753,-0.14871259,0.24261923,,,,,,,,,,0.12761503,,,,,,,,,,,,,,,0.3705904,,0.22288464,,,,,,,,-0.11530329,-0.10438325,,-0.14805596,,-0.29225898,,,,,,,,,,,,,,,,,-0.34995604,,,,,,,,,,,,,,,,,,,,,
U20754,,0.34281328,,,,,,,,,,,-0.101270266,,,,,,,-0.121279374,,,,,,,-0.15784329,0.10513256,,,,,,,,,,0.369981,,-0.19957478,,,,,,,,,0.13329925,,,,,,,,,-0.12890486,,,,,,-0.14202242,,,,,,,,,,,,,,,,
U29259,,0.13573569,,,,-0.441804,,,,,,,-0.13369934,,,,,,,-0.15279205,,,,,,,-0.18443868,,,,,,,,,,-0.13438325,,0.13304694,,,-0.26042265,,,,,,,,,,,,,,,-0.12626341,,0.18333128,,,,,,,,,,,,,,,,,,,,,
U113114,,0.16424865,,,,-0.50676286,,,,,,,,,,,,,,-0.29339987,,,,,,,-0.26073137,,-0.14442353,,,,,,,,,,,-0.27893886,,,,,,,,,,,,,,,,-0.1711999,,,-0.29147983,,,-0.16516852,,-0.19600908,,,,,,,,,,,,,,,,
U113116,,,,,,-0.35821593,-0.23434748,,,,,,,,,,,,,-0.21020232,,,,,,,-0.22748086,,-0.13471834,,,,,,,,-0.13680637,,-0.13504384,-0.34562925,,,,,,,,,-0.18281746,,,,,,,-0.14065413,,,,,,,,,,,,,,,,,,,,,,,,
U13275,,0.14623934,,,,,,,,,,,,,,,,,,-0.14063743,,,,,,,-0.17874567,,,,,,,,,-0.12012308,,,,-0.1533565,,-0.24818495,,,,,,,-0.19019358,,,,,,,,-0.14501835,,-0.19495031,,,,,,,-0.11809576,,,,,,,,,,,,,,
U29430,,0.21720253,,,,0.21076138,,,,,,,-0.16428094,,,,,,,-0.13382122,,,,,,,-0.2743023,-0.1675167,-0.15733261,,,,,,,,,,,-0.21936178,,,,,,,,,,,,,,,,,,,-0.1843506,,,-0.13192292,,,,,,,,,,,,,,,,,,
U113119,,0.12683398,,,,,,,,,,,,,,,,,,-0.24342833,,,-0.12535568,,,,-0.22988014,-0.14203244,,,,,,,,,,,-0.13573906,-0.3513757,,,,,,,,,-0.26485473,,-0.124015555,,,,,-0.1604494,,,,,,,,,,,,,,,,,,,,,,,,
U26294,,0.28555197,,,,,,,,,,,,,0.13121752,,,,,,,,,,,,0.18916962,,,,,,,,,,-0.12028778,,,-0.19373952,,-0.29079455,,,,,,,-0.4312891,,,,,,,-0.1230484,-0.14151718,,-0.25287637,,,,,,,,,,,,,,,,,,,,,
U29431,,0.20044667,,,,0.22678639,,,,,,,-0.14516388,,,,,,,-0.17907903,,,,,,,-0.26710525,-0.14709653,,,,,,,,,,,0.1176972,,,,,,,,,,,,,,,,,,,-0.11146477,-0.31501198,,,-0.119718365,,,,,,,,,,,,,,,,,,
U20756,,0.20695865,,,,,,,,,,,-0.13981684,,,,,,,-0.14503318,,,,,,,-0.21754235,,-0.1316572,,,,,,,,-0.15632127,,,-0.25078988,,,,,,,,,-0.16930243,,,,,,,,,,0.20499162,,,,,,,,,,,,-0.26929605,,,,,,,,,
U35424,,0.17662665,,,,-0.38728026,,-0.2837054,,,,,,,,,,,,0.1902291,,,0.13433515,0.12325931,,,,,,,,,,,,,,,,,0.3918001,,0.24364755,,,,,,-0.22740656,,,,,,,,,,-0.18393621,,,,,,,,,,,,,,,,,,,,,
U37892,-0.12844606,0.29899722,,,,,,,,,,,,,,,,,,,,,,-0.38629124,-0.2779551,,-0.19491966,,-0.09768123,,,,,,,,,0.2563206,,-0.16042998,,,,,,,,,,,,,,,,,,,-0.22473094,,,,,,,,,,,,-0.27614263,,,,,,,,,
U113133,-0.30123177,0.14578143,,,,,,-0.1346251,,,,,,,,,,,,-0.18005882,,,,,,,-0.24274966,,-0.1196258,,,,,,,,,,,-0.34206125,,,,,,,,,,,-0.15548278,,,,,,,,,,,,,,,,,,,,-0.18750678,,-0.12784044,,,,,,,
U13276,-0.20559944,0.1403217,,,,,,,,,,,,,,,,,,,,,,-0.27531502,-0.1299974,,-0.15776818,,,,,,,,,,,,,,,-0.28883764,,,,,,,,-0.254848,,,,,,,-0.14072448,-0.20099702,0.24153753,,,,,,,,,,,,,,,,,,,,,
U35520,-0.1813912,0.20315307,,,,-0.23298144,,,,,,,,,,,,,,,,,,-0.35619858,-0.21183434,,-0.1522618,,,,,,,,,,,,,0.3867408,,,,,,,,,,,,,,,,,,-0.15772228,-0.6308193,,,,,,,,,,,,-0.24313225,,,,,,,,,
U01551,,0.2843861,,,,-0.381835,,,,,,,,,0.088616975,,,,,-0.11030204,,,,,,,-0.18845297,,0.15956518,,,,,,,,-0.13055338,,,-0.22075607,,,,,,,,,0.09758656,,,,,,,,,,-0.12392107,,,,,,,,,,,,,,,,,,,,,
U04849,,0.11550052,,,,,-0.19594787,,,,,,,,,,,,,-0.14980239,,,0.09343477,-0.1766871,-0.102355614,,0.16413099,,,,,,,,,,,,,0.43137217,,-0.26032728,,,,,,,,,,,,,,,,,0.21184416,,,,,,,,,,,,,,,,,,,,,
U12610,,0.26539826,,,,-0.45013934,,,,,,,0.10440396,,0.08991961,,,,,,,,,,,,0.32559937,,,,,,,,,,-0.1222765,,,-0.18933119,,-0.26896834,,,,,0.11554656,,,,,,,,,,,,0.15205048,,,,,,,,,,,,,,,,,,,,,
U34380,,0.19820015,,,,-0.394615,,0.08237417,,,,,,,,,,,,0.15242499,,,,,,,-0.15180607,,,,,,,,,,,,,-0.2264153,,0.081257954,,,,,,,,,,,,,,,,0.15763275,0.23977438,,,-0.07483203,,,,,,,,,,,,,,,,,,
U20761,,0.20268406,,,,0.13150787,,,,,,,,,,,,,,-0.22421108,,,,,,,-0.22485822,,,,,,,,,-0.13327233,,,,-0.2761636,,-0.26535976,,,,,,,-0.3772949,,,,,,,-0.16870715,,,,,,,,,,,,,,,-0.22797097,,,,,,,,,
U34381,,0.25600958,,,,,-0.21024358,,,,,,,,,,,,0.17113103,0.1477896,,,,-0.27416998,-0.12884223,,,,,,,,,,,,,,,-0.23770688,,-0.32383752,,,,,,,,,,,,,,-0.3487117,,,-0.17136526,,,,,,,,,,,,,,,,,,,,,
U31004,,0.22455287,,,,,,,,,,,0.13550204,,-0.16819495,,,,,,,,,,,,0.3293786,,,,,,,,,,-0.12655313,-0.100091726,,-0.17981511,,,,,,,,,0.10545305,,,,,,,0.12014082,,,0.09830609,,,,,,,,,,,,,,,,,,,,,
U113156,,0.28208625,,,,0.19883184,,-0.2886785,,,,,,,,,,,0.13498202,0.14401534,,,,,,,-0.14499478,,,,,,,,,,,,,-0.22657233,,,,,,,,,0.108520694,,,,,,,-0.25309882,,,-0.3928479,,,,,,,,,,,,,,,,,,,,,
U04852,,0.22941123,,,,,,-0.17317864,,,,,0.15573844,,,,,,,,,,,,,,0.30147365,,0.15660068,,,,,,,,,,,0.5862831,,,,,,,,,-0.20019585,,,,,,,-0.23631044,-0.122951075,,-0.3409558,,,,,,,,,,,,,,,,,,,,,
U02313,,0.3204308,,,,-0.4005323,,-0.3049081,,,,,,,,,,,,-0.16872168,,,,,,,-0.25783157,,,,,,,,,,,,,-0.29135343,,,,,,,,,-0.17291099,,,,,,,,,0.17677736,0.18551882,,,-0.15011966,,,,,,,,,,,,,,,,,,
U17829,-0.15619823,0.2481129,,,,,,-0.18587781,,,,,,,,,,,,,,,,-0.2688619,-0.15212491,,-0.16882698,,,,,,,,,,,,,-0.15778235,,,,,,,,,-0.30124807,,,,,,,-0.2281782,,,-0.30014277,,,,,,,,,,,,,,,,,,,,,
U12614,,0.23334572,,,,,-0.22775707,,,,,,-0.15559818,,,,,,,-0.20571746,,,,,,,-0.20837301,-0.15014231,-0.14322591,,,,,,,,,,,-0.21337098,,,,,,,,,-0.11983695,,,,,,,,,,-0.13955481,,,,,,,,,,,,,,,,,,,,,
U07529,,0.20939964,,,,,,,,,,0.10379816,,,,,,,,-0.11394055,,,0.13407241,-0.15166591,-0.14385878,,0.43991873,,,,,,,,,,,,,-0.13309544,,-0.34382617,,,,,0.10532951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U07530,-0.26822782,0.1706935,,,,0.20496671,,,,,,,-0.16429739,,,,,,,-0.17505272,,,,,,,-0.22483018,,,,,,,,,,,,,,,-0.2460043,,,,,,,,,,,,,,,-0.1250105,,-0.21534418,,,,,,,,,,,-0.15351191,,,,,,,,,,
U09745,,0.20858811,,,,-0.3482749,,,,,,,0.21619312,,-0.1430013,,,,,,,,,,,,0.53039914,,,,,,,,,-0.17827535,-0.15933946,-0.110631004,,-0.17872728,,,,,,,,,,,,,,,,-0.13626352,,,,,,,,,,,,,,,,,,,,,,,,
U15303,,0.20141637,,,,,,,,,,-0.12371622,,,-0.13851435,,,,,,,,,,,,0.19304049,,0.12486724,,,,,,,,,,,0.35069463,,,,,,,,,,,,,,,,-0.3136066,,,-0.5300304,,,-0.17552927,,-0.14052603,,,,,,,,,,,,,,,,
U24401,,0.27330565,,,,,,,,,,,-0.13373706,,,,,,,-0.12208434,,,,,,,-0.17929545,,,,,,,,,-0.13358955,,0.40426144,,-0.22384222,,,,,,,,,0.10987684,,,,,,,-0.2701553,,,,,,-0.12410854,,,,,,,,,,,,,,,,,,
